table_check,URL,qualification,Expertise,Titles,First Name,Last Name
"จันทร์ 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=171,,อายุรศาสตร์โรคไต,ศ.ดร. นพ,เกรียงศักดิ์,วารีแสงทิพย์
"พฤหัสบดี 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=677,,ศัลยศาสตร์หลอดเลือด,รศ. นพ,เกียรติศักดิ์,หงษ์คู
"พุธ 16:30 - 19:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=407,ฟัน ดูแลได้ตั้งแต่ฟันน้ำนมซี่แรก(First Tooth),ทันตกรรมศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล,ทพญ,แขขวัญ,มณีไพโรจน์
"อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1251,,อายุรศาสตร์มะเร็งวิทยา,พญ,คงกช,วงศ์ไกรศรี
"จันทร์ 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1219,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561ประกาศนียบัตรบัณฑิตชั้นสูงทางวิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2563วุฒิบัตรสาขาจิตเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2565,จิตเวชศาสตร์,พญ,คริษฐา,ศุภนิมิตอมร
"จันทร์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 10:20 - 11:40 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:40 น. สัปดาห์ที่ 1,2,3,4,5 15:20 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 10:20 - 11:40 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:40 น. สัปดาห์ที่ 1,2,3,4,5 15:20 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 10:20 - 11:40 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:40 น. สัปดาห์ที่ 1,2,3,4,5 15:20 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 10:20 - 11:40 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:40 น. สัปดาห์ที่ 1,2,3,4,5 15:20 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 10:20 - 11:40 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:40 น. สัปดาห์ที่ 1,2,3,4,5 15:20 - 11:30 น. สัปดาห์ที่ 5 15:20 - 16:00 น. สัปดาห์ที่ 1,2,3,4",https://www.siphhospital.com/th/medical-services/doctor-biography?id=399,เตรียมตัวตรวจสุขภาพ อย่างไรดี?(Health check up preparation),เวชศาสตร์ฉุกเฉิน,พญ,แคทลียา,บัณฑิต
"อังคาร 16:00 - 18:55 น. สัปดาห์ที่ 2,4,5 พฤหัสบดี 13:00 - 16:02 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=20,"แพทยศาสตรบัณฑิต เกียรตินิยมอันดับ 1 คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2526วุฒิบัตรสาขาจักษุวิทยา แพทยสภา พ.ศ.2532Fellow in Glaucoma, Case Western Reserve University, Ohioประเทศสหรัฐอเมริกา พ.ศ.2535",โรคต้อหิน,ศ. พญ,งามแข,เรืองวรเวทย์
"พุธ 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=138,,ศัลยศาสตร์ตกแต่ง,รศ. นพ,จงดี,อาวเจนพงษ์
"ศุกร์ 10:00 - 13:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=191,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2542วิทยาศาสตรมหาบัณฑิต (ศัลยศาสตร์) มหาวิทยาลัยมหิดล พ.ศ.2546วุฒิบัตรผู้เชี่ยวชาญเฉพาะทางสาขาศัลยศาสตร์ทั่วไป คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2549Certificates of Advanced Trauma Lift Support (ATLS for Doctor Course) พ.ศ.2549Certificates of Definitive Surgical Trauma Care (DSTC Course) พ.ศ.2549Certificates of Advanced Trauma Lift Support (ATLS for Instructor Course) พ.ศ.2551Certificates of Facial Fracture Surgery Course คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2554Certificates of Total Nutrition Therapy (TNT Course) PENSA 2011 ประเทศไต้หวัน พ.ศ.2554,ศัลยศาสตร์อุบัติเหตุ,รศ. นพ,จตุพร,ศิริกุล
"อังคาร 12:45 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 16:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 12:45 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=198,"แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล ประเทศไทย พ.ศ.2537ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก พ.ศ.2538วุฒิบัตรผู้เชี่ยวชาญเฉพาะทางสาขาศัลยศาสตร์ออร์โธปิดิกส์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล ประเทศไทย พ.ศ.2540Clinical Fellow in Pediatric Orthopaedics at Shriners Hospital for Children, Los Angeles, CAประเทศสหรัฐอเมริกา พ.ศ.2543Clinical Spine Fellow at Columbia Spine Center, Columbia Orthopaedic Group, Columbia Regional Hospital, Columbia, Missouriประเทศสหรัฐอเมริกา พ.ศ.2544",ศัลยศาสตร์ออร์โธปิดิกส์,รศ. นพ,จตุพร,โชติกวณิชย์
"พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 17:00 น. สัปดาห์ที่ 5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=347,แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2546Intership training โรงพยาบาลแม่สอด จังหวัดตาก พ.ศ.2547General practitioner โรงพยาบาลแม่สอด จังหวัดตาก พ.ศ.2549แพทย์ประจำบ้านสาขาศัลยศาสตร์ออร์โธปิดิกส์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2553แพทย์เฟลโลว์สาขาออร์โธปิดิกส์บูรณสภาพ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2554การวิจัยสาขาออร์โธปิดิกส์บูรณสภาพ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ. 2555,ศัลยศาสตร์ออร์โธปิดิกส์,รศ. นพ,จตุรงค์,พรรัตนมณีวงศ์
"อังคาร 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=732,,ศัลยศาสตร์ทั่วไป,นพ,จรัน,ปภังกรกิจ
"ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1 09:00 - 12:00 น. สัปดาห์ที่ 2,3,4,5 อาทิตย์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=514,แพทยศาสตรบัณฑิต เกียรตินิยมอันดับ 1 คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2546วุฒิบัตรสาขาอายุรศาสตร์ พ.ศ.2550วิทยาศาสตรมหาบัณฑิต เศรษฐศาสตร์สาธารณสุข คณะเศรษฐศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย พ.ศ.2551วุฒิบัตรสาขาตจวิทยา พ.ศ.2555,โรคเล็บและโรคติดเชื้อที่ผิวหนัง,รศ. พญ,จรัสศรี,ฬียาพรรณ
